key,CHANGE_DATE,de,en,ru,tr,ar,fr,fa,nl,pl,it,es,sp - nicht berücksichtigen,pt,uk,ka (georgisch)
DIARY.NOTE.HISTORY.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}, {{value}}
DIARY.NOTE.NOTE.QUESTION,,Was ist Ihnen sonst noch aufgefallen?,What else have you noticed?,Что Вы заметили еще?,Başka ne fark ettiniz?,ماذا هل لاحظت؟,Avez-vous remarqué autre chose?,متوجه چه چیز دیگری شده اید؟,Wat is u nog meer opgevallen?,Co jeszcze zauważyłeś?,Ha notato qualunque altra cosa?,¿Qué más ha notado?,¿Qué más has notado?,O que mais você notou?,Що Ви помітили ще?,სხვა რა შენიშნეთ?
DIARY.NOTE.NOTE.DISPLAY,,Notiz: {{value}},Note: {{value}},Заметки: {{value}},Note {{value}},ملاحظة: {{value}},Note: {{value}},یادداشت: {{value}},Opmerking: {{value}},Uwaga: {{value}},appunto: {{value}},Nota: {{value}},Nota: {{value}},Nota: {{value}},Нотатки: {{value}},შენიშვნა:  {{value}}
DIARY.NOTE.NOTE.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.INTRO,,"Bitte wählen Sie unter Diagnosen auf einmal alle diejenigen an, die Ihr Arzt Ihnen nannte. Wenn eine genannte Diagnose nicht in der Liste aufgeführt wird oder die Auswahl zu aufwendig ist, so wählen Sie ganz unten „andere Diagnose“. Dort können Sie in Freitext angeben, welche weiteren Diagnosen von Ihrem Arzt genannt wurden. In einer zukünftigen Aktualisierung der App wird diese in die Auswahlliste übernommen.","Please select under diagnoses at once all those that your doctor gave you. If a named diagnosis is not in the list or the selection is too complicated, please select ""other diagnosis"" at the bottom. There you can indicate in free text which other diagnoses were named by your doctor. In a future update of the app this will be added to the selection list.","Пожалуйста, выберите в разделе диагнозы сразу все те, которые Ваш врач назвал Вам. Если указанный диагноз не указан в списке или выбор слишком сложен, выберите ""другой диагноз"" в самом низу. Там Вы можете в свободном поле указать, какие еще диагнозы были названы Вашим врачом. В будущем обновлении приложения они будут добавлены в список выбора.","Lütfen doktorunuzun size verdiği tüm tanıları Teşhisler altında bir kerede seçin. Listede teşhisiniz yer almıyorsa veya seçim çok zaman alıyorsa, alttaki ""Diğer teşhis"" seçeneğini seçin. Orada bulunan boş alana, doktorunuz tarafından hangi diğer teşhislerin koyulduğunu belirtebilirsiniz. App in gelecekteki bir güncellemesinde bu teşhisler, seçim listesine dahil edilecektir.","الرجاء تحديد التشخيص في وقت واحد جميع من كانوا على ان طبيبك دعا لك. عندما لا يتم ذكر التشخيص في القائمة أو اختيار مكلفة للغاية، لذلك اختر القاع ""تشخيص آخر."" هناك يمكنك تحديد في النص الحر ما التشخيصات مزيد كانت تسمى من قبل الطبيب. في تحديث مستقبل التطبيق اعتماده في قائمة الاختيار.","Dans la rubrique des diagnostics, veuillez sélectionner en une seule fois tous ceux que votre médecin vous a indiqués. Si un diagnostic nommé ne figure pas dans la liste ou si la sélection est trop complexe, sélectionnez tout en bas ""autre diagnostic"". Vous pouvez y indiquer en texte libre tous les autres diagnostics nommés par votre médecin. Ces diagnostics seront ajoutés à la liste de sélection dans une prochaine mise à jour de l'application.","لطفاً همه مواردی را که پزشک به شما گفته است را به یک باره انتخاب کنید. اگر تشخیص مشخص شده در لیست ذکر نشده است یا انتخاب بیش از حد دشوار است، لطفاً ""تشخیص دیگر"" را در پایین انتخاب کنید. در آنجا می توانید با متن آزاد بنویسید که تشخیص های دیگر توسط پزشک شما چه بوده است. در به روزرسانی های بعدی برنامه، این موارد به لیست انتخاب اضافه خواهند شد.","Selecteer onder Diagnoses in één keer alle diagnoses die uw arts heeft gesteld. Staat een diagnose niet in de lijst of is de selectie te tijdrovend, kies dan onderaan voor ""Andere diagnose"". Daar kunt u in vrije tekst aangeven welke andere diagnoses door uw arts zijn genoemd. Bij een toekomstige update van de app wordt deze opgenomen in de keuzelijst.","W rubryce Diagnozy, proszę wybrać wszystkie, o których powiedział Ci lekarz na raz. Jeśli diagnozy nie ma na liście lub wybór jest zbyt skomplikowany, wybierz ""inną diagnozę"" na dole. W tym miejscu można wpisać dowolną czcionką, jakie inne diagnozy zostały wymienione przez lekarza. W przyszłej aktualizacji aplikacji zostanie to dodane do listy wyboru.","Sotto diagnosi, selezioni tutte le diagnosi che il Suo medico Le ha dato in una volta sola. Se una diagnosi nominata non è inclusa nella lista o la selezione è troppo complessa, selezioni ""altra diagnosi"" in fondo. Lì può inserire in testo libero quali altre diagnosi sono state nominate dal Suo medico. In un futuro aggiornamento dell'applicazione, questo sarà aggiunto alla lista di selezione.","Por favor seleccione en diagnósticos a la vez todos los que le dio su médico. Si un diagnóstico con nombre no está en la lista o la selección es demasiado complicada, seleccione ""otro diagnóstico"" en la parte inferior. Allí puede indicar en texto libre qué otros diagnósticos nombró su médico. En una futura actualización de la aplicación, esto se agregará a la lista de selección.","Por favor seleccione en diagnósticos a la vez todos los que le dio su médico. Si un diagnóstico con nombre no está en la lista o la selección es demasiado complicada, seleccione ""otro diagnóstico"" en la parte inferior. Allí puede indicar en texto libre qué otros diagnósticos nombró su médico. En una futura actualización de la aplicación, esto se agregará a la lista de selección.","Selecione todos os diagnósticos que seu médico lhe deu marcando todo de uma só vez. Se um diagnóstico nomeado não estiver listado ou a seleção for muito complicada, selecione “outro diagnóstico” na parte inferior. Lá você pode indicar em texto livre quais outros diagnósticos seu médico nomeou. Em uma atualização futura do aplicativo, isso será adicionado à lista de seleção.","Будь ласка, оберіть у розділі діагнози відразу всі ті, які Ваш лікар назвав Вам. Якщо діагноз не вказаний у списку або вибір занадто складний, виберіть ""інший діагноз"" унизу. Там Ви можете у вільному полі вказати, які діагнози були названі Вашим лікарем. У майбутньому оновлення програми вони будуть додані до списку вибору.","გთხოვთ, დიაგნოზებში ერთდროულად აირჩიოთ ყველა ის, რაც თქვენმა ექიმმა ივარაუდა. თუ დასახელებული დიაგნოზი არ არის სიაში ან არჩევანი ძალიან რთულია, გთხოვთ, ბოლოში აირჩიოთ „სხვა დიაგნოზი“. იქ შეგიძლიათ თავისუფალ ტექსტში მიუთითოთ, რომელი სხვა დიაგნოზი დაასახელა თქვენმა ექიმმა. აპლიკაციის მომავალ განახლებაში ეს დაემატება შერჩევის სიას."
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.QUESTION,,Was war die Diagnose?,What was the diagnosis?,Какой был диагноз?,Teşhis ne idi?,ما هو التشخيص؟,Quel était le diagnostic? ,تشخیص چه بود؟,Wat was de diagnose?,Jaka była diagnoza?,Qual era la diagnosi?,¿Cuál fue el diagnóstico?,¿Cuál fue el diagnóstico?,Qual foi o diagnóstico?,Який був діагноз?,რა იყო დიაგნოზი?
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.DISPLAY,,Diagnose: {{value}},Diagnosis: {{value}},Диагноз: {{value}},Teşhis: {{value}},التشخيص: {{value}},Diagnostic: {{value}},تشخیص: {{value}},Diagnose: {{value}},Diagnoza: {{value}},diagnosi: {{value}},Diagnóstico: {{value}},Diagnóstico: {{value}},Diagnóstico: {{value}},Діагноз: {{value}},დიაგნოზი: {{value}}
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.1.LABEL,,Allergische Reaktion,Allergic reaction,Аллергическая реакция,Alerjik reaksiyon,رد فعل تحسسي,Réaction allergique ,واکنش آلرژیک,Allergische reactie,Reakcja alergiczna,reazione allergica,Reacción alérgica,Reacción alérgica,Reação alérgica,Алергічна реакція,ალერგიული რეაქცია
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.2.LABEL,,Bronchitis,Bronchitis,Бронхит,Bronşit,التهاب شعبي,Bronchite ,برونشیت,Bronchitis,Zapalenie oskrzeli,bronchite,Bronquitis,Bronquitis,Bronquite,Бронхіт,ბრონქიტი
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.3.LABEL,,Erkältung,Cold,Простуда,Soğuk algınlığı,البرد,Refroidissement ,سرماخوردگی,Verkoudheid,Zwykłe przeziębienie,raffreddore,Resfriado,Frío,Frio,Простуда,გაციება
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.4.LABEL,,Gerötetes Ohr,Red ear,Покрасневшее ухо,Kızarık kulak,الأذن محمر,Oreille rougie,قرمزی گوش,Rood oor,Zaczerwienione ucho,orecchio arrossato,Inflamación del oído,oreja roja,Orelha vermelha,Почервоніле вухо, წითელი ყურის ნიჟარა
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.5.LABEL,,Geschwollene Augen,Swollen eyes,Опухшие глаза,Şişmiş gözler,أعين متورمة,Oeil gonflé,تورم چشم ها,Gezwollen ogen,Spuchnięte oczy,occhi gonfi,Ojos hinchados,Ojos hinchados,Olhos inchados,Набряклі очі, შეშუპებული თვალები
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.6.LABEL,,Grippaler Infekt,Flu-like infection,Гриппозная инфекция,Gripal enfeksiyon,نزلة برد عادية,Yeux gonflés,عفونت آنفلوانزا,Griepinfectie,Infekcja grypowa,infezione influenzale,Infección similar a la gripe,Infección similar a la gripe,Infecção semelhante à gripe,Грипозна інфекція,გრიპის-მაგვარი ინფექცია
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.7.LABEL,,Grippaler Infekt nach Impfung,Flu-like infection after vaccination,Гриппозная инфекция после вакцинации,Aşı sonrası gribal enfeksiyon,عدوى انفلونزا بعد التطعيم,Infection grippale après une vaccination ,عفونت آنفلوانزا بعد از واکسیناسیون,Griepachtige klachten na vaccinatie,Grypa po szczepieniu,Sintomi influenzali dopo un vaccino,Infección pseudogripal después de la vacunación,Infección similar a la gripe después de la vacunación,Infecção semelhante à gripe após vacinação,Грипоподібна інфекція після вакцинації,გრიპის-მაგვარი ინფექცია ვაქცინაციის შემდგომ
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.8.LABEL,,Halsentzündung /geröteter Hals,Sore throat/red throat,Воспалённое/ покрасневшее горло,Boğay iltihabı / kızarık boğaz,التهاب الحلق / الرقبة محمر,Inflammation de la gorge /gorge rougie/angine,گلو درد /قرمزی گلو,Keelpijn / rode keel,Ból gardła / zaczerwienione gardło,infiammazione alla gola/gola arrossata,Dolor de garganta/garganta roja,Dolor de garganta/garganta roja,Dor de garganta/garganta vermelha,Запалене/ почервоніле горло,ყელის ტკივილი/წითელი ყელი
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.9.LABEL,,Hand-Fuß-Mund-Krankheit,"Hand, foot and mouth disease","Энтеровирусный везикулярный стоматит (синдром ""рука-нога-рот"")",El ayak ve Ağız Hastalığı,مرض اليد و القدم و الفم,Maladie pieds-mains-bouche ,بیماری دست، پا ودهان,"Hand-, voet-, mondziekte","choroba bostońska /choroba dłoni, stóp i jamy ustnej",malattia mani-bocca-piedi,"Enfermedad de manos, pies y boca","Enfermedad de manos, pies y boca",Doença mão-pé-boca,"Ентеровірусний везикулярний стоматит (синдром ""рука-нога-рот"")","ხელის, ფეხის და პირის დაავადება"
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.10.LABEL,,Husten,Cough,Кашель,Öksürük,السعال,Toux ,سرفه ,Hoest,Kaszel,tosse,Tos,Tos,Tosse,Кашель,ხველა
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.11.LABEL,,Infekt,Infection,Инфекция,Enfeksiyon,عدوى,Infection  ,عفونت,Infectie,Infekcja,infezione  ,Infección,Infección,Infecção,Інфекція,ინფექცია
DIARY.DOCTOR.DOCTOR_DIAGNOSIS-2.OPTION.12.LABEL,,Kehlkopfentzündung,Laryngitis,Воспаление слизистых оболочек гортани (ларингит),Larenjit,التهاب الحنجره,Laryngite,لارنژیت (التهاب حنجره),Keelontsteking,Zapalenie krtani,laringite,Laringitis,Laringitis,Laringite,Запалення слизових оболонок гортані (ларингіт),ლარინგიტი
